campaign=03_reference_correctness
started_utc=2026-09-03T07:10:07Z
flashkda_commit=1ce47ea3bb22c84eb9cc665028399cf35e8ffb0b
worktree_dirty_files=12
name, uuid, driver_version, clocks.current.sm [MHz], clocks.max.sm [MHz], memory.total [MiB]
NVIDIA B300 SXM6 AC, GPU-<REDACTED>, 580.126.09, 1905 MHz, 2032 MHz, 275040 MiB
extension=/home/lcpu/<USER_ID>/FlashKDA/results/20260821_dispatch_boundary/integrated_dispatch/lib/flash_kda_C.cpython-312-x86_64-linux-gnu.so
device={'device': 0, 'major': 10, 'minor': 3, 'sm_count': 148, 'l2_bytes': 132644864, 'shared_memory_per_sm': 233472, 'registers_per_sm': 65536, 'max_threads_per_sm': 2048, 'warp_size': 32, 'max_blocks_per_sm': 32}
fla_version=0.5.2
naive_path=/home/lcpu/<USER_ID>/FlashKDA/.venv/lib/python3.12/site-packages/fla/ops/kda/naive.py
naive_sha256=60a32285d4b67068ff633b48bbe8ab31028066d24f00d27e12199a88fc73f016
chunk_path=/home/lcpu/<USER_ID>/FlashKDA/.venv/lib/python3.12/site-packages/fla/ops/kda/chunk.py
chunk_sha256=a15aa6ac257af5c8f7a1d6afc21a417391568e90a8898d4e228ddeb48cb0e9b8
FLA_FLASH_KDA=0
reference_hash_matches={'naive': True, 'chunk': True}
metric case=ragged_short_stateful candidate=flash_v16_bf16_public_state reference=naive_fp32_state tensor=final_state max_abs=3.480047e-03 rmse=1.917319e-04 rel_rmse=4.319328e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-04 rmse=2.600580e-05 rel_rmse=5.540893e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=3.419012e-03 rmse=1.820217e-04 rel_rmse=4.103325e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=ragged_short_stateful candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=ragged_short_stateful candidate=flash_v128_fp32_public_state reference=naive_fp32_state tensor=output max_abs=2.676472e-04 rmse=2.490767e-05 rel_rmse=5.304145e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v128_fp32_public_state reference=naive_fp32_state tensor=final_state max_abs=3.480047e-03 rmse=1.917319e-04 rel_rmse=4.319328e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v128_fp32_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-04 rmse=2.600580e-05 rel_rmse=5.540893e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v128_fp32_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=3.419012e-03 rmse=1.820217e-04 rel_rmse=4.103325e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16_fp32_public_state reference=naive_fp32_state tensor=output max_abs=2.676472e-04 rmse=2.490767e-05 rel_rmse=5.304145e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16_fp32_public_state reference=naive_fp32_state tensor=final_state max_abs=3.480047e-03 rmse=1.917319e-04 rel_rmse=4.319328e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16_fp32_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-04 rmse=2.600580e-05 rel_rmse=5.540893e-03 bitwise=False
metric case=ragged_short_stateful candidate=flash_v16_fp32_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=3.419012e-03 rmse=1.820217e-04 rel_rmse=4.103325e-03 bitwise=False
case_start name=long_8192_random lengths=(8192,) heads=1 gate=random state_mode=in_out
metric case=long_8192_random candidate=fla_chunk_fp32_state reference=naive_fp32_state tensor=output max_abs=4.007667e-04 rmse=1.711494e-05 rel_rmse=4.008752e-03 bitwise=False
metric case=long_8192_random candidate=fla_chunk_fp32_state reference=naive_fp32_state tensor=final_state max_abs=1.920581e-03 rmse=1.184748e-04 rel_rmse=2.652275e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_random candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_random candidate=flash_v128_bf16_public_state reference=naive_fp32_state tensor=output max_abs=4.437119e-04 rmse=2.432805e-05 rel_rmse=5.698246e-03 bitwise=False
metric case=long_8192_random candidate=flash_v128_bf16_public_state reference=naive_fp32_state tensor=final_state max_abs=3.382117e-03 rmse=2.111826e-04 rel_rmse=4.727709e-03 bitwise=False
metric case=long_8192_random candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.350712e-05 rel_rmse=5.509719e-03 bitwise=False
metric case=long_8192_random candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.731113e-03 rmse=1.721743e-04 rel_rmse=3.853820e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_bf16_public_state reference=naive_fp32_state tensor=output max_abs=4.437119e-04 rmse=2.432805e-05 rel_rmse=5.698246e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_bf16_public_state reference=naive_fp32_state tensor=final_state max_abs=3.382117e-03 rmse=2.111826e-04 rel_rmse=4.727709e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.350712e-05 rel_rmse=5.509719e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.731113e-03 rmse=1.721743e-04 rel_rmse=3.853820e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_random candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_random candidate=flash_v128_fp32_public_state reference=naive_fp32_state tensor=output max_abs=4.437119e-04 rmse=2.432805e-05 rel_rmse=5.698246e-03 bitwise=False
metric case=long_8192_random candidate=flash_v128_fp32_public_state reference=naive_fp32_state tensor=final_state max_abs=3.382117e-03 rmse=2.111826e-04 rel_rmse=4.727709e-03 bitwise=False
metric case=long_8192_random candidate=flash_v128_fp32_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.350712e-05 rel_rmse=5.509719e-03 bitwise=False
metric case=long_8192_random candidate=flash_v128_fp32_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.731113e-03 rmse=1.721743e-04 rel_rmse=3.853820e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_fp32_public_state reference=naive_fp32_state tensor=output max_abs=4.437119e-04 rmse=2.432805e-05 rel_rmse=5.698246e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_fp32_public_state reference=naive_fp32_state tensor=final_state max_abs=3.382117e-03 rmse=2.111826e-04 rel_rmse=4.727709e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_fp32_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.350712e-05 rel_rmse=5.509719e-03 bitwise=False
metric case=long_8192_random candidate=flash_v16_fp32_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.731113e-03 rmse=1.721743e-04 rel_rmse=3.853820e-03 bitwise=False
case_start name=long_8192_memory lengths=(8192,) heads=1 gate=long_memory state_mode=in_out
metric case=long_8192_memory candidate=fla_chunk_fp32_state reference=naive_fp32_state tensor=output max_abs=1.358762e-03 rmse=2.506890e-04 rel_rmse=5.464011e-03 bitwise=False
metric case=long_8192_memory candidate=fla_chunk_fp32_state reference=naive_fp32_state tensor=final_state max_abs=9.485900e-03 rmse=2.331616e-03 rel_rmse=4.501776e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_memory candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_memory candidate=flash_v128_bf16_public_state reference=naive_fp32_state tensor=output max_abs=2.211094e-03 rmse=3.780507e-04 rel_rmse=8.239985e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v128_bf16_public_state reference=naive_fp32_state tensor=final_state max_abs=1.722670e-02 rmse=3.835297e-03 rel_rmse=7.405012e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-03 rmse=4.188938e-04 rel_rmse=9.130896e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.752412e-02 rmse=4.221368e-03 rel_rmse=8.151206e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_bf16_public_state reference=naive_fp32_state tensor=output max_abs=2.211094e-03 rmse=3.780507e-04 rel_rmse=8.239985e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_bf16_public_state reference=naive_fp32_state tensor=final_state max_abs=1.722670e-02 rmse=3.835297e-03 rel_rmse=7.405012e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-03 rmse=4.188938e-04 rel_rmse=9.130896e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.752412e-02 rmse=4.221368e-03 rel_rmse=8.151206e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_memory candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=long_8192_memory candidate=flash_v128_fp32_public_state reference=naive_fp32_state tensor=output max_abs=2.211094e-03 rmse=3.780507e-04 rel_rmse=8.239985e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v128_fp32_public_state reference=naive_fp32_state tensor=final_state max_abs=1.722670e-02 rmse=3.835297e-03 rel_rmse=7.405012e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v128_fp32_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-03 rmse=4.188938e-04 rel_rmse=9.130896e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v128_fp32_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.752412e-02 rmse=4.221368e-03 rel_rmse=8.151206e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_fp32_public_state reference=naive_fp32_state tensor=output max_abs=2.211094e-03 rmse=3.780507e-04 rel_rmse=8.239985e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_fp32_public_state reference=naive_fp32_state tensor=final_state max_abs=1.722670e-02 rmse=3.835297e-03 rel_rmse=7.405012e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_fp32_public_state reference=fla_chunk_fp32_state tensor=output max_abs=2.441406e-03 rmse=4.188938e-04 rel_rmse=9.130896e-03 bitwise=False
metric case=long_8192_memory candidate=flash_v16_fp32_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=1.752412e-02 rmse=4.221368e-03 rel_rmse=8.151206e-03 bitwise=False
case_start name=k3_fixed_8192 lengths=(8192,) heads=12 gate=random state_mode=in_out
metric case=k3_fixed_8192 candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=k3_fixed_8192 candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=k3_fixed_8192 candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.554006e-05 rel_rmse=5.737014e-03 bitwise=False
metric case=k3_fixed_8192 candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=5.436331e-03 rmse=2.556641e-04 rel_rmse=4.776600e-03 bitwise=False
metric case=k3_fixed_8192 candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.554006e-05 rel_rmse=5.737014e-03 bitwise=False
metric case=k3_fixed_8192 candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=5.436331e-03 rmse=2.556641e-04 rel_rmse=4.776600e-03 bitwise=False
case_start name=k3_ragged6 lengths=(1300, 547, 2048, 963, 271, 3063) heads=12 gate=random state_mode=in_out
metric case=k3_ragged6 candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=k3_ragged6 candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=k3_ragged6 candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.472012e-05 rel_rmse=5.656529e-03 bitwise=False
metric case=k3_ragged6 candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=8.555710e-03 rmse=2.279228e-04 rel_rmse=4.630450e-03 bitwise=False
metric case=k3_ragged6 candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.472012e-05 rel_rmse=5.656529e-03 bitwise=False
metric case=k3_ragged6 candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=8.555710e-03 rmse=2.279228e-04 rel_rmse=4.630450e-03 bitwise=False
case_start name=k3_packed_8x1024 lengths=(1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024) heads=12 gate=random state_mode=in_out
metric case=k3_packed_8x1024 candidate=flash_v16 reference=flash_v128 tensor=output max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=k3_packed_8x1024 candidate=flash_v16 reference=flash_v128 tensor=final_state max_abs=0.000000e+00 rmse=0.000000e+00 rel_rmse=0.000000e+00 bitwise=True
metric case=k3_packed_8x1024 candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.562023e-05 rel_rmse=5.680432e-03 bitwise=False
metric case=k3_packed_8x1024 candidate=flash_v128_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=9.088397e-03 rmse=2.410719e-04 rel_rmse=4.570611e-03 bitwise=False
metric case=k3_packed_8x1024 candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=output max_abs=7.324219e-04 rmse=2.562023e-05 rel_rmse=5.680432e-03 bitwise=False
metric case=k3_packed_8x1024 candidate=flash_v16_bf16_public_state reference=fla_chunk_fp32_state tensor=final_state max_abs=9.088397e-03 rmse=2.410719e-04 rel_rmse=4.570611e-03 bitwise=False
csv=/home/lcpu/<USER_ID>/FlashKDA-c1-results/03_reference_correctness_17934.csv rows=200
correctness_status=PASS
name, uuid, clocks.current.sm [MHz], temperature.gpu, power.draw [W]
NVIDIA B300 SXM6 AC, GPU-<REDACTED>, 1905 MHz, 35, 234.26 W
finished_utc=2026-09-03T07:10:40Z
