device=NVIDIA B300 SXM6 AC cc=10.3 peak=2250.0_TFLOPS bandwidth=8000.0_GB/s balance=281.25_FLOP/byte
layer                    M      N      K        us    TFLOPS      GB/s      AI    roofTF   bound  %TCpeak  %BWroof
in_proj_qkvgfab          1   6288   7168      19.5       4.6    4627.4     1.0       8.0  memory     0.2%    57.8%
in_proj_qkvgfab          8   6288   7168      18.8      38.3    4796.9     8.0      63.8  memory     1.7%    60.0%
in_proj_qkvgfab         16   6288   7168      19.8      72.8    4571.1    15.9     127.4  memory     3.2%    57.1%
in_proj_qkvgfab         64   6288   7168      18.6     310.8    4948.3    62.8     502.4  memory    13.8%    61.9%
in_proj_qkvgfab        256   6288   7168      26.8     861.1    3620.9   237.8    1902.6  memory    38.3%    45.3%
in_proj_qkvgfab       1024   6288   7168      79.4    1162.8    1482.7   784.2    2250.0 compute    51.7%    18.5%
in_proj_qkvgfab       4096   6288   7168     321.4    1148.7     623.4  1842.7    2250.0 compute    51.1%     7.8%
in_proj_qkvgfab      16384   6288   7168    1161.4    1271.7     457.3  2781.0    2250.0 compute    56.5%     5.7%
in_proj_qkvgfab      65536   6288   7168    4569.3    1292.9     405.7  3186.7    2250.0 compute    57.5%     5.1%

dense_down_proj          1   7168   8448      27.8       4.4    4357.3     1.0       8.0  memory     0.2%    54.5%
dense_down_proj          8   7168   8448      25.8      37.6    4709.5     8.0      63.9  memory     1.7%    58.9%
dense_down_proj         16   7168   8448      26.4      73.3    4600.3    15.9     127.5  memory     3.3%    57.5%
dense_down_proj         64   7168   8448      29.9     259.3    4118.6    63.0     503.7  memory    11.5%    51.5%
dense_down_proj        256   7168   8448      34.1     909.4    3786.8   240.1    1921.2  memory    40.4%    47.3%
dense_down_proj       1024   7168   8448     133.2     930.9    1149.1   810.1    2250.0 compute    41.4%    14.4%
dense_down_proj       4096   7168   8448     389.9    1272.4     638.8  1991.9    2250.0 compute    56.5%     8.0%
dense_down_proj      16384   7168   8448    1551.4    1279.0     407.9  3135.6    2250.0 compute    56.8%     5.1%
dense_down_proj      65536   7168   8448    6003.4    1322.1     361.1  3661.1    2250.0 compute    58.8%     4.5%

dense_gate_up_proj       1  16896   7168      42.8       5.7    5666.2     1.0       8.0  memory     0.3%    70.8%
dense_gate_up_proj       8  16896   7168      39.6      48.9    6122.6     8.0      63.9  memory     2.2%    76.5%
dense_gate_up_proj      16  16896   7168      40.8      95.1    5962.2    15.9     127.6  memory     4.2%    74.5%
dense_gate_up_proj      64  16896   7168      42.3     366.5    5798.8    63.2     505.6  memory    16.3%    72.5%
dense_gate_up_proj     256  16896   7168      62.4     994.5    4082.3   243.6    1948.9  memory    44.2%    51.0%
dense_gate_up_proj    1024  16896   7168     217.6    1140.1    1339.9   850.9    2250.0 compute    50.7%    16.7%
dense_gate_up_proj    4096  16896   7168     852.7    1163.6     515.3  2258.2    2250.0 compute    51.7%     6.4%
dense_gate_up_proj   16384  16896   7168    3044.7    1303.4     338.5  3850.2    2250.0 compute    57.9%     4.2%
dense_gate_up_proj   65536  16896   7168   12002.7    1322.6     283.0  4673.9    2250.0 compute    58.8%     3.5%
